Entry ID,Crystallization Method,Temp (K),pH,Crystal Growth Procedure,Matthews Coefficient,Percent Solvent Content,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Condition 6,Condition 7,Condition 8,Condition 9,Condition 10,Condition 11,Condition 12,Condition 13,Condition 14,Condition 15,Condition 16,Condition 17,Condition 18,Condition 19,Condition 20
8G22,"VAPOR DIFFUSION, SITTING DROP",292,8.3,"Protein: 3.3 mg/ml, 0.5M Sodium chloride, 0.01M Tris pH 8.3;
Screen: PEG's II (H1), 0.01M tri-Sodium citrate, 33% (w/v) PEG6000;",2.05,39.97,0.5M Sodium chloride,0.01M Tris pH 8,0.01M tri-Sodium citrate,,,,,,,,,,,,,,,,,
8G4V,MICRODIALYSIS,278,7,"10 mg/ml protein in 50 mM ammonium N-[tris(hydroxymethyl)methyl]-2-aminoethanesulfate buffer with 0.25 mM EDTA, 2 mM NAD+ and 15 mM 2,3,4,5,6-pentafluorobenzyl alcohol, crystals formed at ~13 % 2-methyl-2,4-pentanediol, raised to 25% MPD before crystal pliunged into liquid N2.",2.28,46,50 mM ammonium N-,0.25 mM EDTA,2 mM NAD,15 mM 2,13 % 2-methyl-2,25% MPD before crystal pliunged into liquid N2,,,,,,,,,,,,,,
8H7B,"VAPOR DIFFUSION, HANGING DROP",277,,"18% (v/v) 2-Propanol, 0.1 M sodium citrate, pH 5.5 and 20% (w/v) PEG 4000",2.07,40.69,0.1 M sodium citrate,,,,,,,,,,,,,,,,,,,
8HLO,"VAPOR DIFFUSION, SITTING DROP",289.15,7.4,"0.1M HEPES, pH 7.5, 1.4M Sodium citrate tribasic dihydrate",1.96,37.12,0.1M HEPES,1.4M Sodium citrate tribasic dihydrate,,,,,,,,,,,,,,,,,,
8HXS,"VAPOR DIFFUSION, SITTING DROP",291.5,,30% (w/v) PEG3000 and 100mM CHES/Sodium hydroxide pH9.5,2.12,41.98,100mM CHES/Sodium hydroxide pH9,,,,,,,,,,,,,,,,,,,
5SBG,"VAPOR DIFFUSION, HANGING DROP",300,7.5,"0.1 M HEPES, 1.4 M sodium citrate tribasic dihydrate",1.71,27.89,0.1 M HEPES,1.4 M sodium citrate tribasic dihydrate,,,,,,,,,,,,,,,,,,
5SBJ,"VAPOR DIFFUSION, HANGING DROP",300,7.5,"0.1 M HEPES, 1.4 M sodium citrate tribasic dihydrate",1.72,28.37,0.1 M HEPES,1.4 M sodium citrate tribasic dihydrate,,,,,,,,,,,,,,,,,,
7E45,"VAPOR DIFFUSION, HANGING DROP",293,7,"2.0 M ammonium sulfate, 0.1 M Tris pH 7.0, 3% isopropanol",2.67,53.89,2.0 M ammonium sulfate,0.1 M Tris pH 7,3% isopropanol,,,,,,,,,,,,,,,,,
7E47,"VAPOR DIFFUSION, HANGING DROP",293,7,"2.0M ammonium sulfate, 3% isopropanol",2.72,54.7,2.0M ammonium sulfate,3% isopropanol,,,,,,,,,,,,,,,,,,
7E4A,"VAPOR DIFFUSION, HANGING DROP",310,7,2.0M ammonium sulfate,2.77,55.63,2.0M ammonium sulfate,,,,,,,,,,,,,,,,,,,
7QZX,"VAPOR DIFFUSION, HANGING DROP",296,8,"1.5 M sodium citrate, 0.1 M Tris pH 8.0",2.11,41.82,1.5 M sodium citrate,0.1 M Tris pH 8,,,,,,,,,,,,,,,,,,
7R1L,"VAPOR DIFFUSION, SITTING DROP",293.15,4.6,"0.1 M sodium acetate buffer pH 4.6, 2 M ammonium sulphate",2.28,46.1,0.1 M sodium acetate buffer pH 4,2 M ammonium sulphate,,,,,,,,,,,,,,,,,,
7R1X,"VAPOR DIFFUSION, HANGING DROP",296,8,"1.5 M sodium citrate, 0.1 M Tris pH 8.0",2.11,41.7,1.5 M sodium citrate,0.1 M Tris pH 8,,,,,,,,,,,,,,,,,,
7R28,"VAPOR DIFFUSION, HANGING DROP",293,7,"Reservoir solution: 0.1M Tris pH7.0, 1.9M ammonium sulfate
Drop: 2 ul of 465 uM enzyme mixed with 2 ul of reservoir solution and 0.2 ul of microseeds",2.15,42.72,0.1M Tris pH7,1.9M ammonium sulfate,,,,,,,,,,,,,,,,,,
7R29,"VAPOR DIFFUSION, HANGING DROP",293,6,"Reservoir solution: 0.1 M Tris pH6.0, 1.3 M ammonium sulfate
Drop: 2 ul of protein solution mixed with 2 ul of reservoir solution and 0.2 ul microseeds
Protein solution: 465 uM enzyme, 5 mM 2-chloro-4-nitrophenyl-cellotriose",2.15,42.91,0.1 M Tris pH6,1.3 M ammonium sulfate,5 mM 2-chloro-4-nitrophenyl-cellotriose,,,,,,,,,,,,,,,,,
7R2A,"VAPOR DIFFUSION, HANGING DROP",293,6.5,"Reservoir solution: 0.1M Tris pH6.5, 1.6M ammonium sulfate
Drop: 2 ul of 430 uM enzyme mixed with 2 ul of reservoir solution, 0.2 ul of microseeds",2.13,42.24,0.1M Tris pH6,1.6M ammonium sulfate,,,,,,,,,,,,,,,,,,
7R2C,"VAPOR DIFFUSION, HANGING DROP",293,6.5,"Reservoir solution: 0.1M Tris pH6.5, 1.6M ammonium sulfate
Drop: 2 ul of protein solution, 2 ul of reservoir solution, 0.2 ul of microseeds
Protein solution: 465 uM enzyme, 5 mM 2-chloro-4-nitrophenyl-cellotriose",2.11,41.58,0.1M Tris pH6,1.6M ammonium sulfate,5 mM 2-chloro-4-nitrophenyl-cellotriose,,,,,,,,,,,,,,,,,
7R2H,"VAPOR DIFFUSION, SITTING DROP",277.15,7,"15 % PEG 3350, 0.1M K2HPO4",2.02,39.23,15 % PEG 3350,0.1M K2HPO4,,,,,,,,,,,,,,,,,,
7R2I,"VAPOR DIFFUSION, SITTING DROP",277.15,7,"15 % PEG 3350, 0.1M K2HPO4",1.99,38.04,15 % PEG 3350,0.1M K2HPO4,,,,,,,,,,,,,,,,,,
7R2J,"VAPOR DIFFUSION, SITTING DROP",277.15,7,"15 % PEG 3350, 0.1M K2HPO4",1.9,35.14,15 % PEG 3350,0.1M K2HPO4,,,,,,,,,,,,,,,,,,
7R2L,"VAPOR DIFFUSION, SITTING DROP",277.15,7,"15 % PEG 3350, 0.1M K2HPO4",2.01,38.88,15 % PEG 3350,0.1M K2HPO4,,,,,,,,,,,,,,,,,,
7T89,"VAPOR DIFFUSION, SITTING DROP",298,7.5,"PEG 10K, 15-25%
100 mM HEPES, pH7.5",2.56,52.04,"25%
100 mM HEPES",,,,,,,,,,,,,,,,,,,
7WX0,"VAPOR DIFFUSION, HANGING DROP",293,,"20% PEG 3350, 0.2M Sodium Malonate, pH 7.0",2.88,57.27,20% PEG 3350,0.2M Sodium Malonate,,,,,,,,,,,,,,,,,,
8AMO,"VAPOR DIFFUSION, SITTING DROP",293,6.5,"0.2 M NaCl, 0.1 M BisTris, 18% (w/v) PEG 3350",2.07,40.55,0.2 M NaCl,0.1 M BisTris,,,,,,,,,,,,,,,,,,
8DAJ,"VAPOR DIFFUSION, SITTING DROP",298.15,,"0.1M citrate pH 5.6, 18% propanol, and 20% PEG 4000",1.95,36.82,0.1M citrate pH 5,18% propanol,20% PEG 4000,,,,,,,,,,,,,,,,,
8EMU,"VAPOR DIFFUSION, HANGING DROP",298,,2.6-3.0 M Ammonium sulfate in 50 mM Tris-Sulfate (pH 8),2.1,41.5,3.0 M Ammonium sulfate in 50 mM Tris-Sulfate,,,,,,,,,,,,,,,,,,,
8EOC,"VAPOR DIFFUSION, HANGING DROP",293,,"11-13% PEG 8000, 5-7.5% glycerol, 1 mM copper(II) chloride, 100 mM sodium cacodylate",2.67,53.91,13% PEG 8000,7.5% glycerol,1 mM copper,100 mM sodium cacodylate,,,,,,,,,,,,,,,,
8F0F,"VAPOR DIFFUSION, HANGING DROP",298,6,"0.65 M NaCl, 0.1 M Sodium Acetate, pH 6.0",2.7,54.47,0.65 M NaCl,0.1 M Sodium Acetate,,,,,,,,,,,,,,,,,,
8F10,"VAPOR DIFFUSION, SITTING DROP",291,,"0.01 M tri-Sodium citrate, 33 % w/v PEG 6000",1.81,32.18,0.01 M tri-Sodium citrate,33 % w/v PEG 6000,,,,,,,,,,,,,,,,,,
8F11,"VAPOR DIFFUSION, SITTING DROP",298,7.4,"1.6 M sodium/potassium phosphate pH 7.4, 100 mM NaCl, 40 mM beta mercaptoethanol",2.68,54.02,1.6 M sodium/potassium phosphate pH 7,100 mM NaCl,40 mM beta mercaptoethanol,,,,,,,,,,,,,,,,,
8F13,"VAPOR DIFFUSION, SITTING DROP",291,,"0.2 M Potassium sodium tartrate, 0.1 M tri-Sodium citrate pH 5.6, 2.0 M Ammonium sulfate",2.95,58.3,0.2 M Potassium sodium tartrate,0.1 M tri-Sodium citrate pH 5,2.0 M Ammonium sulfate,,,,,,,,,,,,,,,,,
8G1Y,"VAPOR DIFFUSION, SITTING DROP",292,7,"Protein: 8.5 mg/ml, 0.5M Sodium chloride, 0.01M Tris pH 8.3, 2mM PLP;
Screen: Classics II (B11), 2.1M  DL-Malic acid  pH 7.0;
Cryo: 25% glycerol in screen solution.",2.19,43.8,0.5M Sodium chloride,0.01M Tris pH 8,2mM PLP,2.1M  DL-Malic acid  pH 7,25% glycerol in screen solution,,,,,,,,,,,,,,,
8G28,"VAPOR DIFFUSION, SITTING DROP",292,7.5,"Protein: 5.6 mg/ml, 0.25M Sodium chloride, 0.01M Tris pH 8.3;
Screen: Classics II (F12), 0.2M Sodium chloride, 0.1M HEPES pH 7.5, 25% (w/v) PEG3350.",2.3,46.6,0.25M Sodium chloride,0.01M Tris pH 8,0.2M Sodium chloride,0.1M HEPES pH 7,,,,,,,,,,,,,,,,
8G2L,BATCH MODE,278,7,"10 mg/ml protein, 50 mM ammonium N-[tris(hydroxymethyl)methyl]-2-aminiomethanesulfonate and 0.25 mM EDTA, 2 mM NAD+, 0.1 mM 2,2,2-trifluoroetanol, 13% MPD, crystals soaked with 25% MPD, and 100 mM trifluoroethanol",2.26,45,50 mM ammonium N-,0.25 mM EDTA,2 mM NAD,0.1 mM 2,13% MPD,25% MPD,100 mM trifluoroethanol,,,,,,,,,,,,,
8G2S,BATCH MODE,278,7,"10 mg/ml protein in 50 mM ammonium N-[tris(hydroxymethyl)methyl]-2-aminoethanesulfate buffer with 0.25 mM EDTA, 2 mM NAD+ and 1 mM sodium caprate, 13 % 2-methyl-2,4-pentanediol, raised to 25% MPD, then crystals soaked with 1 mM acetaldehyde at 278 K for 70 min and then with 100 mM sodium caprate for 2 h before pliunging into liquid N2.",2.26,46,50 mM ammonium N-,0.25 mM EDTA,2 mM NAD,1 mM sodium caprate,13 % 2-methyl-2,25% MPD,1 mM acetaldehyde ,100 mM sodium caprate,,,,,,,,,,,,
8G2X,BATCH MODE,278,7,"10 mg/ml protein in 50 mM ammonium N-[tris(hydroxymethyl)methyl]-2-aminoethanesulfate buffer with 0.25 mM EDTA, 2 mM NAD+ and 15 mM pyrazole, 13 % 2-methyl-2,4-pentanediol, raised to 25% MPD before pliunging into liquid N2.",2.24,45,50 mM ammonium N-,0.25 mM EDTA,2 mM NAD,15 mM pyrazole,13 % 2-methyl-2,25% MPD before pliunging into liquid N2,,,,,,,,,,,,,,
8G39,MICRODIALYSIS,278,7,"10 mg/ml protein in 50 mM ammonium N-[tris(hydroxymethyl)methyl]-2-aminoethanesulfate buffer with 0.25 mM EDTA, 1 mM NADH and 15 mM N-cyclohexylformamide, 13 % 2-methyl-2,4-pentanediol,raised to 25% MPD before crystal pliunged into liquid N2.",2.25,45,50 mM ammonium N-,0.25 mM EDTA,1 mM NADH and 15 mM N-cyclohexylformamide,13 % 2-methyl-2,25% MPD before crystal pliunged into liquid N2,,,,,,,,,,,,,,,
8HCZ,"VAPOR DIFFUSION, SITTING DROP",289,,"70mM Bis-Tris pH6.5, 60mM Sodium chloride, 20% (w/v) polyethylene glycol 3,350, 6%(w/v) polyethylene glycol 6,000",2.21,44.37,70mM Bis-Tris pH6,60mM Sodium chloride,,,,,,,,,,,,,,,,,,
7YA7,"VAPOR DIFFUSION, SITTING DROP",293.15,,"50 mM imidazole (pH 8.0), 1.2 M NaCl.",2.18,43.6,50 mM imidazole,1.2 M NaCl,,,,,,,,,,,,,,,,,,
8BBU,"VAPOR DIFFUSION, SITTING DROP",293,5,"2.9 M sodium malonate, 6.4 mM NNN-triacetylchitotriose",2.11,41.79,2.9 M sodium malonate,6.4 mM NNN-triacetylchitotriose,,,,,,,,,,,,,,,,,,
8BBW,"VAPOR DIFFUSION, SITTING DROP",293,8,"0.01 M Tris-HCl, 0.3 M NaCl, 27.5% w/v PEG 4000, 72 mM gamma-Glu-epsilon-Lys dipeptide",1.88,34.6,0.01 M Tris-HCl,0.3 M NaCl,27.5% w/v PEG 4000,72 mM gamma-Glu-epsilon-Lys dipeptide,,,,,,,,,,,,,,,,
8C3X,"VAPOR DIFFUSION, SITTING DROP",293,5.5,25% PEG3350; 0.1M Bis-Tris pH 5.5; 0.5M NaCl,2.17,43.38,25% PEG3350,0.1M Bis-Tris pH 5,0.5M NaCl,,,,,,,,,,,,,,,,,
8ESX,"VAPOR DIFFUSION, HANGING DROP",278,,100 mM Tris pH 7.5 and 500 mM NaCl,2.68,54.02,100 mM Tris pH 7,500 mM NaCl,,,,,,,,,,,,,,,,,,
8ESY,"VAPOR DIFFUSION, HANGING DROP",278,,100 mM Tris pH 7.5 and 500 mM NaCl,2.74,55.09,100 mM Tris pH 7,500 mM NaCl,,,,,,,,,,,,,,,,,,
8F7U,"VAPOR DIFFUSION, HANGING DROP",293,4.7,"14% PEG 4000, 90-140 mM Ammonium sulfate, 100 mM MES",2.12,41.99,14% PEG 4000,140 mM Ammonium sulfate,100 mM MES,,,,,,,,,,,,,,,,,
7QWD,"VAPOR DIFFUSION, SITTING DROP",293,6,"1.5 mM peptide, 50 mM SPG,  25 % w/v PEG 1500, at pH 6.0.",2.24,45.14,1.5 mM peptide,50 mM SPG,25 % w/v PEG 1500,,,,,,,,,,,,,,,,,
7QWE,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"1.5 mM peptide, 50 mM Sodium HEPES, 10 % w/v PEG 4000, and 5 % v/v 2-Propanol, at pH 7.5.",2.23,44.86,1.5 mM peptide,50 mM Sodium HEPES,10 % w/v PEG 4000,5 % v/v 2-Propanol,,,,,,,,,,,,,,,,
7UQ9,"VAPOR DIFFUSION, HANGING DROP",277,,"PEG400 (10%-25%), 2mM NADH, 10mM N-cyclohexylformamide in Tris buffer at pH 8.20",2.27,45.8,2mM NADH,10mM N-cyclohexylformamide in Tris buffer at pH 8,,,,,,,,,,,,,,,,,,
7UTW,"VAPOR DIFFUSION, HANGING DROP",277,,"PEG400(10%-25%), 2mM NADH, 10mM N-cyclohexylformamide in Tris buffer at pH 8.20",2.24,45.2,2mM NADH,10mM N-cyclohexylformamide in Tris buffer at pH 8,,,,,,,,,,,,,,,,,,
7VRM,"VAPOR DIFFUSION, HANGING DROP",300,,"PEG MME 2000, 50mM Tris, 50mM NaCl",2.24,45.12,50mM Tris,50mM NaCl,,,,,,,,,,,,,,,,,,
7VRQ,"VAPOR DIFFUSION, HANGING DROP",300,,"PEG MME 2000, 50mM Tris, 50mM NaCl",2.24,45.21,50mM Tris,50mM NaCl,,,,,,,,,,,,,,,,,,
7VS0,"VAPOR DIFFUSION, HANGING DROP",300,,"PEG MME 2000, 50mM Tris, 50mM NaCl",2.24,45.03,50mM Tris,50mM NaCl,,,,,,,,,,,,,,,,,,
7VS1,"VAPOR DIFFUSION, HANGING DROP",300,,"PEG MME 2000, 50mM Tris, 50mM NaCl",2.24,45.17,50mM Tris,50mM NaCl,,,,,,,,,,,,,,,,,,
7WFS,"VAPOR DIFFUSION, HANGING DROP",289.15,8.5,"0.1M TrisCl
2M Ammonium sulfate",2.2,44.11,0.1M TrisCl,2M Ammonium sulfate,,,,,,,,,,,,,,,,,,
7ZBA,"VAPOR DIFFUSION, SITTING DROP",280,8.5,"25% v/v PEG smear medium, 0.1 M Tris",2.19,43.87,25% v/v PEG smear medium,0.1 M Tris,,,,,,,,,,,,,,,,,,
7ZOB,"VAPOR DIFFUSION, SITTING DROP",292,4.6,"28% 2-methyl-2,4-pentanediol, 0.02 M magnesium acetate, 0.1 M Na-MES, pH 4.6",2.48,50.46,28% 2-methyl-2,0.02 M magnesium acetate,0.1 M Na-MES,,,,,,,,,,,,,,,,,
7ZPC,"VAPOR DIFFUSION, HANGING DROP",293,7.5,"10MG/ML CDK2 10% V/V PEG3350, 50 MM      
HEPES/NAOH, 50 MM NA/K PHOSPHATE, PH 7.5",1.99,38.04,10% V/V PEG3350,,,,,,,,,,,,,,,,,,,
8ABT,"VAPOR DIFFUSION, HANGING DROP",293,,"2 M ammonium sulfate,
2% PEG 400,
0.1 M HEPES pH 7.5",2.6,52.67,2 M ammonium sulfate,2% PEG 400,0.1 M HEPES pH 7,,,,,,,,,,,,,,,,,
8B58,"VAPOR DIFFUSION, SITTING DROP",291,,"0.1M citric acid pH 3.5, and 25% polyethylene glycol 3350",2.13,42.32,0.1M citric acid pH 3,25% polyethylene glycol 3350,,,,,,,,,,,,,,,,,,
8BA3,"VAPOR DIFFUSION, HANGING DROP",277,8,"0.1M Tris pH 8, 16% PEG4000, 0.2M Na-acetate",2.07,40.49,0.1M Tris pH 8,16% PEG4000,0.2M Na-acetate,,,,,,,,,,,,,,,,,
8DN1,"VAPOR DIFFUSION, HANGING DROP",293,4,"25% PEG 4000, ammonium acetate, sodium acetate pH 4.0 - 4.8",2,38.48,25% PEG 4000,,,,,,,,,,,,,,,,,,,
8EEN,"VAPOR DIFFUSION, HANGING DROP",290,,"10 - 15% w/v PEG-3350, 0.1 M sodium malonate, pH 5.0",2.51,51.01,15% w/v PEG-3350,0.1 M sodium malonate,,,,,,,,,,,,,,,,,,
8FQX,"VAPOR DIFFUSION, HANGING DROP",293,7.8,"1.6 M sodium citrate, 50 mM Tris base",2.02,39.08,1.6 M sodium citrate,50 mM Tris base,,,,,,,,,,,,,,,,,,
8FQY,"VAPOR DIFFUSION, HANGING DROP",293,7.8,"1.6 M sodium citrate, 50 mM Tris base",2.03,39.54,1.6 M sodium citrate,50 mM Tris base,,,,,,,,,,,,,,,,,,
8FQZ,"VAPOR DIFFUSION, HANGING DROP",293,7.8,"1.6 M sodium citrate, 50 mM Tris base",2.07,40.58,1.6 M sodium citrate,50 mM Tris base,,,,,,,,,,,,,,,,,,
8FR2,"VAPOR DIFFUSION, HANGING DROP",293,7.8,"1.6 M sodium citrate, 50 mM Tris base",2.09,41.14,1.6 M sodium citrate,50 mM Tris base,,,,,,,,,,,,,,,,,,
8FR4,"VAPOR DIFFUSION, HANGING DROP",293,7.8,"1.6 M sodium citrate, 50 mM Tris base",2.13,42.27,1.6 M sodium citrate,50 mM Tris base,,,,,,,,,,,,,,,,,,
8HNR,"VAPOR DIFFUSION, SITTING DROP",293,6,"0.1 M MES monohydrate (pH: 6.0), PEG 400 (25%)",2.27,45.9,0.1 M MES monohydrate,,,,,,,,,,,,,,,,,,,
7QRK,"VAPOR DIFFUSION, HANGING DROP",293,8,"1.5 M sodium citrate, 0.1 M Tris pH 8.0",2.08,40.79,1.5 M sodium citrate,0.1 M Tris pH 8,,,,,,,,,,,,,,,,,,
7QSE,"VAPOR DIFFUSION, HANGING DROP",293,8,"1.5 M sodium citrate, 0.1 M Tris pH 8.0",2.08,40.89,1.5 M sodium citrate,0.1 M Tris pH 8,,,,,,,,,,,,,,,,,,
7QSI,"VAPOR DIFFUSION, HANGING DROP",296,8,"1.5 M sodium citrate, 0.1 M Tris pH 8.0",2.1,41.35,1.5 M sodium citrate,0.1 M Tris pH 8,,,,,,,,,,,,,,,,,,
7QSJ,"VAPOR DIFFUSION, SITTING DROP",293,8.5,"0.1 M Tris-HCl pH 8.5, 0.02 M MgCl2, 21% (w/v) polyacrylic acid",2.2,44,0.1 M Tris-HCl pH 8,0.02 M MgCl2,,,,,,,,,,,,,,,,,,
7SVG,"VAPOR DIFFUSION, HANGING DROP",293,,"18% (w/v) PEG 3350, 0.2M Ammonium chloride pH 6.3 streak seeded with crystals grown in 20% (w/v) PEG 3350, 0.2M Ammonium chloride pH 6.3. Crystals were grown in a protein (9.55 mg/mL):mother liquor ratio of 1:2. Crystal seeds were streaked into this condition from a broad screen hit and then the resultant crystals were soaked in 1:1 ratio of mother liquor:100 mM TCDCA for 24h before looping.",2.88,57.31,0.2M Ammonium chloride pH 6,0.2M Ammonium chloride pH 6,100 mM TCDCA for 24h before looping,,,,,,,,,,,,,,,,,
7SVI,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M Sodium Citrate:HCl, pH 5.6, 10% (w/v) PEG 4000, 10% (v/v) isopropanol. Crystals formed in a 2:1 protein (10.3 mg/mL) to mother liquor ratio.",2.66,53.78,0.1 M Sodium Citrate,,,,,,,,,,,,,,,,,,,
7SVJ,"VAPOR DIFFUSION, SITTING DROP",293,,"0.2 M Calcium Acetate Hydrate, 0.1M Tris:HCl pH 7.0, 20% (w/v) PEG 3000. Crystals formed in a 1:2 protein (13.8 mg/mL) to mother liquor ratio.",2.02,39.23,0.2 M Calcium Acetate Hydrate,0.1M Tris,,,,,,,,,,,,,,,,,,
7T8E,"VAPOR DIFFUSION, HANGING DROP",292,4.7,"100mM NaOAc pH 4.7, 150mM NaCl, 2.7M ammonium sulphate",2.05,40.04,100mM NaOAc pH 4,150mM NaCl,2.7M ammonium sulphate,,,,,,,,,,,,,,,,,
7T8F,"VAPOR DIFFUSION, HANGING DROP",292,4.7,"100mM NaOAc pH 4.7, 150mM NaCl, 2.7M ammonium sulphate",2.02,38.96,100mM NaOAc pH 4,150mM NaCl,2.7M ammonium sulphate,,,,,,,,,,,,,,,,,
7T8G,"VAPOR DIFFUSION, HANGING DROP",292,4.7,"100mM NaOAc pH 4.7, 150mM NaCl, 2.7M ammonium sulphate",2.04,39.72,100mM NaOAc pH 4,150mM NaCl,2.7M ammonium sulphate,,,,,,,,,,,,,,,,,
7TBR,"VAPOR DIFFUSION, HANGING DROP",293,8.4,"12% PEG 6000, 5% isopropanol, 0.1 M Bis-tris-propane pH 8.4",2.19,43.8,12% PEG 6000,5% isopropanol,0.1 M Bis-tris-propane pH 8,,,,,,,,,,,,,,,,,
7TNC,"VAPOR DIFFUSION, HANGING DROP",277,,"The 1.4 mM apo-protein was prepared in 100 mM pH=5.6 NaOAc buffer. For each well, add 300 uL reservoir buffer containing 100 mM pH=8.0 Tris-HCl, 10 mM CuSO4 and 20% PEG-4000. 3 uL of protein stock was mixed with 1 uL reservoir buffer on the glass slides and sealed on the wells. Diamond-shaped blue crystals grew within 4 days.",2.51,51.02,1.4 mM apo-protein was prepared in 100 mM pH,100 mM pH,10 mM CuSO4 and 20,,,,,,,,,,,,,,,,,
7TOA,"VAPOR DIFFUSION, SITTING DROP",291,,"0.1 M Bis-Tris, pH 5.5, 25% w/v PEG3350",2.39,48.47,0.1 M Bis-Tris,25% w/v PEG3350,,,,,,,,,,,,,,,,,,
7UON,"VAPOR DIFFUSION, HANGING DROP",296,7.5,"HEPES (0.1M), PEG 4,000 (25% w/v)",2.04,39.68,25% w/v,,,,,,,,,,,,,,,,,,,
7WH7,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1M BIS-TRIS pH 6.5, 25% w/v Polyethylene glycol 3350",2.8,56.04,0.1M BIS-TRIS pH 6,25% w/v Polyethylene glycol 3350,,,,,,,,,,,,,,,,,,
7WJ1,"VAPOR DIFFUSION, SITTING DROP",293,8,"0.1M Tris-HCl (pH8.0), 40% PEG 400",2.17,43.4,0.1M Tris-HCl,40% PEG 400,,,,,,,,,,,,,,,,,,
7WKB,"VAPOR DIFFUSION, SITTING DROP",293,8.5,"0.1M Tris-HCl (pH8.5), 50% PEG 400",2.17,43.26,0.1M Tris-HCl,50% PEG 400,,,,,,,,,,,,,,,,,,
7WKG,"VAPOR DIFFUSION, SITTING DROP",293,8,"0.1M Tris-HCl (pH8.0), 50% PEG 400",2.19,43.84,0.1M Tris-HCl,50% PEG 400,,,,,,,,,,,,,,,,,,
7WOM,"VAPOR DIFFUSION, SITTING DROP",277,8,"0.1M Tris-HCl (pH8.0), 55% PEG 400, Crystal grown in 1.5%(w/v) hydrogel",2.2,44.02,0.1M Tris-HCl,55% PEG 400,,,,,,,,,,,,,,,,,,
7WPG,"VAPOR DIFFUSION, SITTING DROP",293,8.5,"0.1M Tris-HCl (pH8.5), 55% PEG 400",2.18,43.56,0.1M Tris-HCl,55% PEG 400,,,,,,,,,,,,,,,,,,
7WPU,"VAPOR DIFFUSION, SITTING DROP",293,9,"0.1M Glycin-NaOH (pH9.0), 55% PEG 400",2.16,43.17,0.1M Glycin-NaOH,55% PEG 400,,,,,,,,,,,,,,,,,,
7WPW,"VAPOR DIFFUSION, SITTING DROP",293,8.5,"0.1M Tris-HCl (pH8.5), 60% PEG 400",2.17,43.25,0.1M Tris-HCl,60% PEG 400,,,,,,,,,,,,,,,,,,
7WQ7,"VAPOR DIFFUSION, SITTING DROP",293,8,"0.1M Tris-HCl (pH8.0), 55% PEG 400",2.18,43.56,0.1M Tris-HCl,55% PEG 400,,,,,,,,,,,,,,,,,,
8AAZ,"VAPOR DIFFUSION, SITTING DROP",294,7,"10 mM Tris-HCl pH 7.0, 80 mM Na2-ATP",2.04,39.79,10 mM Tris-HCl pH 7,80 mM Na2-ATP,,,,,,,,,,,,,,,,,,
8B3E,"VAPOR DIFFUSION, HANGING DROP",296,5.2,"100 mM SPG Buffer, 21 % (WV) PEG 1500",2.02,39.05,100 mM SPG Buffer,,,,,,,,,,,,,,,,,,,
8D4W,"VAPOR DIFFUSION, HANGING DROP",291,,"1.3 M potassium phosphate, 0.7 M sodium phosphate",2.88,57.28,1.3 M potassium phosphate,0.7 M sodium phosphate,,,,,,,,,,,,,,,,,,
8H0T,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M HEPES pH 7.5, 25% w/v PEG 3,350",1.93,36.25,0.1 M HEPES pH 7,25% w/v PEG 3,,,,,,,,,,,,,,,,,,
8H1A,"VAPOR DIFFUSION, SITTING DROP",293,,"0.2 M sodium acetate trihydrate, 0.1 M Tris-HCl, pH 8.5, 30% w/v PEG4000",2.68,54.08,0.2 M sodium acetate trihydrate,0.1 M Tris-HCl,30% w/v PEG4000,,,,,,,,,,,,,,,,,
7OYM,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.08,41,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
7OYN,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.08,40.94,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
7OYO,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.09,41.07,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
7OYP,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.09,41.25,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
7OYQ,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.09,41.13,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
7OYR,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.09,41.07,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
